dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
WormsTwoClass,global_mean,lime_mrseql,rocket,0,0.7922077922077922
WormsTwoClass,global_mean,lime_mrseql,rocket,10,0.7532467532467533
WormsTwoClass,global_mean,lime_mrseql,rocket,20,0.7402597402597403
WormsTwoClass,global_mean,lime_mrseql,rocket,30,0.6753246753246753
WormsTwoClass,global_mean,lime_mrseql,rocket,40,0.6363636363636364
WormsTwoClass,global_mean,lime_mrseql,rocket,50,0.5194805194805194
WormsTwoClass,global_mean,lime_mrseql,rocket,60,0.5064935064935064
WormsTwoClass,global_mean,lime_mrseql,rocket,70,0.45454545454545453
WormsTwoClass,global_mean,lime_mrseql,rocket,80,0.44155844155844154
WormsTwoClass,global_mean,lime_mrseql,rocket,90,0.42857142857142855
WormsTwoClass,global_mean,lime_mrseql,rocket,100,0.42857142857142855
WormsTwoClass,global_mean,mrseql,rocket,0,0.7922077922077922
WormsTwoClass,global_mean,mrseql,rocket,10,0.7922077922077922
WormsTwoClass,global_mean,mrseql,rocket,20,0.7272727272727273
WormsTwoClass,global_mean,mrseql,rocket,30,0.6493506493506493
WormsTwoClass,global_mean,mrseql,rocket,40,0.6493506493506493
WormsTwoClass,global_mean,mrseql,rocket,50,0.5324675324675324
WormsTwoClass,global_mean,mrseql,rocket,60,0.4675324675324675
WormsTwoClass,global_mean,mrseql,rocket,70,0.44155844155844154
WormsTwoClass,global_mean,mrseql,rocket,80,0.42857142857142855
WormsTwoClass,global_mean,mrseql,rocket,90,0.44155844155844154
WormsTwoClass,global_mean,mrseql,rocket,100,0.42857142857142855
WormsTwoClass,global_mean,GS,rocket,0,0.7922077922077922
WormsTwoClass,global_mean,GS,rocket,10,0.6493506493506493
WormsTwoClass,global_mean,GS,rocket,20,0.5974025974025974
WormsTwoClass,global_mean,GS,rocket,30,0.5064935064935064
WormsTwoClass,global_mean,GS,rocket,40,0.4935064935064935
WormsTwoClass,global_mean,GS,rocket,50,0.45454545454545453
WormsTwoClass,global_mean,GS,rocket,60,0.4675324675324675
WormsTwoClass,global_mean,GS,rocket,70,0.42857142857142855
WormsTwoClass,global_mean,GS,rocket,80,0.42857142857142855
WormsTwoClass,global_mean,GS,rocket,90,0.42857142857142855
WormsTwoClass,global_mean,GS,rocket,100,0.42857142857142855
WormsTwoClass,global_mean,IG,rocket,0,0.7922077922077922
WormsTwoClass,global_mean,IG,rocket,10,0.6623376623376623
WormsTwoClass,global_mean,IG,rocket,20,0.6493506493506493
WormsTwoClass,global_mean,IG,rocket,30,0.5324675324675324
WormsTwoClass,global_mean,IG,rocket,40,0.4935064935064935
WormsTwoClass,global_mean,IG,rocket,50,0.4675324675324675
WormsTwoClass,global_mean,IG,rocket,60,0.4805194805194805
WormsTwoClass,global_mean,IG,rocket,70,0.44155844155844154
WormsTwoClass,global_mean,IG,rocket,80,0.42857142857142855
WormsTwoClass,global_mean,IG,rocket,90,0.42857142857142855
WormsTwoClass,global_mean,IG,rocket,100,0.42857142857142855
WormsTwoClass,global_mean,random2020,rocket,0,0.7922077922077922
WormsTwoClass,global_mean,random2020,rocket,10,0.6883116883116883
WormsTwoClass,global_mean,random2020,rocket,20,0.4805194805194805
WormsTwoClass,global_mean,random2020,rocket,30,0.45454545454545453
WormsTwoClass,global_mean,random2020,rocket,40,0.42857142857142855
WormsTwoClass,global_mean,random2020,rocket,50,0.42857142857142855
WormsTwoClass,global_mean,random2020,rocket,60,0.42857142857142855
WormsTwoClass,global_mean,random2020,rocket,70,0.42857142857142855
WormsTwoClass,global_mean,random2020,rocket,80,0.42857142857142855
WormsTwoClass,global_mean,random2020,rocket,90,0.42857142857142855
WormsTwoClass,global_mean,random2020,rocket,100,0.42857142857142855
WormsTwoClass,local_mean,lime_mrseql,rocket,0,0.7922077922077922
WormsTwoClass,local_mean,lime_mrseql,rocket,10,0.7532467532467533
WormsTwoClass,local_mean,lime_mrseql,rocket,20,0.7402597402597403
WormsTwoClass,local_mean,lime_mrseql,rocket,30,0.7272727272727273
WormsTwoClass,local_mean,lime_mrseql,rocket,40,0.7012987012987013
WormsTwoClass,local_mean,lime_mrseql,rocket,50,0.5974025974025974
WormsTwoClass,local_mean,lime_mrseql,rocket,60,0.5194805194805194
WormsTwoClass,local_mean,lime_mrseql,rocket,70,0.5324675324675324
WormsTwoClass,local_mean,lime_mrseql,rocket,80,0.5064935064935064
WormsTwoClass,local_mean,lime_mrseql,rocket,90,0.5454545454545454
WormsTwoClass,local_mean,lime_mrseql,rocket,100,0.42857142857142855
WormsTwoClass,local_mean,mrseql,rocket,0,0.7922077922077922
WormsTwoClass,local_mean,mrseql,rocket,10,0.7922077922077922
WormsTwoClass,local_mean,mrseql,rocket,20,0.7792207792207793
WormsTwoClass,local_mean,mrseql,rocket,30,0.6753246753246753
WormsTwoClass,local_mean,mrseql,rocket,40,0.6883116883116883
