dataset,noise_type,XAI_method,Referee,metrics: explanation_auc
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,0.5654774396642184
SonyAIBORobotSurface2,global_mean,mrseql,rocket,0.674186778593914
SonyAIBORobotSurface2,global_mean,GS,rocket,0.5017838405036726
SonyAIBORobotSurface2,global_mean,IG,rocket,0.49999999999999994
SonyAIBORobotSurface2,global_mean,random2020,rocket,0.6202518363064009
SonyAIBORobotSurface2,local_mean,lime_mrseql,rocket,0.8088667366211962
SonyAIBORobotSurface2,local_mean,mrseql,rocket,0.8064533053515216
SonyAIBORobotSurface2,local_mean,GS,rocket,0.75398740818468
SonyAIBORobotSurface2,local_mean,IG,rocket,0.7540923399790137
SonyAIBORobotSurface2,local_mean,random2020,rocket,0.8316369359916055
SonyAIBORobotSurface2,global_mean,lime_mrseql,resnet,0.5723504721930744
SonyAIBORobotSurface2,global_mean,mrseql,resnet,0.7375131164742916
SonyAIBORobotSurface2,global_mean,GS,resnet,0.4206190975865687
SonyAIBORobotSurface2,global_mean,IG,resnet,0.4083420776495278
SonyAIBORobotSurface2,global_mean,random2020,resnet,0.5544071353620147
SonyAIBORobotSurface2,local_mean,lime_mrseql,resnet,0.6473767051416579
SonyAIBORobotSurface2,local_mean,mrseql,resnet,0.7477964323189927
SonyAIBORobotSurface2,local_mean,GS,resnet,0.5444386149003148
SonyAIBORobotSurface2,local_mean,IG,resnet,0.5216684155299056
SonyAIBORobotSurface2,local_mean,random2020,resnet,0.6770724029380903
SonyAIBORobotSurface2,global_mean,lime_mrseql,knn,0.7437565582371459
SonyAIBORobotSurface2,global_mean,mrseql,knn,0.7399790136411333
SonyAIBORobotSurface2,global_mean,GS,knn,0.7007345225603357
SonyAIBORobotSurface2,global_mean,IG,knn,0.7136411332633789
SonyAIBORobotSurface2,global_mean,random2020,knn,0.7951731374606507
SonyAIBORobotSurface2,local_mean,lime_mrseql,knn,0.758289611752361
SonyAIBORobotSurface2,local_mean,mrseql,knn,0.7773871983210914
SonyAIBORobotSurface2,local_mean,GS,knn,0.7075026232948584
SonyAIBORobotSurface2,local_mean,IG,knn,0.7107555089192026
SonyAIBORobotSurface2,local_mean,random2020,knn,0.763536201469045
SonyAIBORobotSurface2,global_mean,lime_mrseql,MrSEQLClassifier,0.6423924449108079
SonyAIBORobotSurface2,global_mean,mrseql,MrSEQLClassifier,0.6534102833158446
SonyAIBORobotSurface2,global_mean,GS,MrSEQLClassifier,0.6284365162644281
SonyAIBORobotSurface2,global_mean,IG,MrSEQLClassifier,0.6275970619097586
SonyAIBORobotSurface2,global_mean,random2020,MrSEQLClassifier,0.7209863588667367
SonyAIBORobotSurface2,local_mean,lime_mrseql,MrSEQLClassifier,0.6946484784889821
SonyAIBORobotSurface2,local_mean,mrseql,MrSEQLClassifier,0.7084994753410283
SonyAIBORobotSurface2,local_mean,GS,MrSEQLClassifier,0.6852046169989506
SonyAIBORobotSurface2,local_mean,IG,MrSEQLClassifier,0.674186778593914
SonyAIBORobotSurface2,local_mean,random2020,MrSEQLClassifier,0.7449108079748163
