dataset,noise_type,XAI_method,Referee,metrics: explanation_auc
ECG200,global_mean,lime_mrseql,rocket,0.669
ECG200,global_mean,mrseql,rocket,0.6050000000000001
ECG200,global_mean,cam,rocket,0.7270000000000001
ECG200,global_mean,GS,rocket,0.6479999999999999
ECG200,global_mean,IG,rocket,0.668
ECG200,global_mean,random2020,rocket,0.7169999999999999
ECG200,local_mean,lime_mrseql,rocket,0.652
ECG200,local_mean,mrseql,rocket,0.6250000000000001
ECG200,local_mean,cam,rocket,0.697
ECG200,local_mean,GS,rocket,0.6900000000000002
ECG200,local_mean,IG,rocket,0.721
ECG200,local_mean,random2020,rocket,0.7170000000000001
ECG200,global_mean,lime_mrseql,resnet,0.6805
ECG200,global_mean,mrseql,resnet,0.7385
ECG200,global_mean,cam,resnet,0.6834999999999999
ECG200,global_mean,GS,resnet,0.6414999999999998
ECG200,global_mean,IG,resnet,0.6525000000000001
ECG200,global_mean,random2020,resnet,0.6824999999999999
ECG200,local_mean,lime_mrseql,resnet,0.6765000000000001
ECG200,local_mean,mrseql,resnet,0.7605
ECG200,local_mean,cam,resnet,0.6725
ECG200,local_mean,GS,resnet,0.6464999999999999
ECG200,local_mean,IG,resnet,0.6585
ECG200,local_mean,random2020,resnet,0.7285
ECG200,global_mean,lime_mrseql,knn,0.664
ECG200,global_mean,mrseql,knn,0.722
ECG200,global_mean,cam,knn,0.771
ECG200,global_mean,GS,knn,0.7699999999999999
ECG200,global_mean,IG,knn,0.764
ECG200,global_mean,random2020,knn,0.8250000000000001
ECG200,local_mean,lime_mrseql,knn,0.722
ECG200,local_mean,mrseql,knn,0.738
ECG200,local_mean,cam,knn,0.771
ECG200,local_mean,GS,knn,0.788
ECG200,local_mean,IG,knn,0.782
ECG200,local_mean,random2020,knn,0.7829999999999999
ECG200,global_mean,lime_mrseql,MrSEQLClassifier,0.6575
ECG200,global_mean,mrseql,MrSEQLClassifier,0.6624999999999999
ECG200,global_mean,cam,MrSEQLClassifier,0.6695
ECG200,global_mean,GS,MrSEQLClassifier,0.6604999999999999
ECG200,global_mean,IG,MrSEQLClassifier,0.6654999999999999
ECG200,global_mean,random2020,MrSEQLClassifier,0.6815
ECG200,local_mean,lime_mrseql,MrSEQLClassifier,0.4925
ECG200,local_mean,mrseql,MrSEQLClassifier,0.3985
ECG200,local_mean,cam,MrSEQLClassifier,0.5295000000000001
ECG200,local_mean,GS,MrSEQLClassifier,0.5415
ECG200,local_mean,IG,MrSEQLClassifier,0.5355
ECG200,local_mean,random2020,MrSEQLClassifier,0.5915
