dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
ECG200,global_mean,lime_rocket,rocket,0,0.91
ECG200,global_mean,lime_rocket,rocket,10,0.72
ECG200,global_mean,lime_rocket,rocket,20,0.67
ECG200,global_mean,lime_rocket,rocket,30,0.66
ECG200,global_mean,lime_rocket,rocket,40,0.64
ECG200,global_mean,lime_rocket,rocket,50,0.6
ECG200,global_mean,lime_rocket,rocket,60,0.53
ECG200,global_mean,lime_rocket,rocket,70,0.48
ECG200,global_mean,lime_rocket,rocket,80,0.38
ECG200,global_mean,lime_rocket,rocket,90,0.34
ECG200,global_mean,lime_rocket,rocket,100,0.36
ECG200,local_mean,lime_rocket,rocket,0,0.91
ECG200,local_mean,lime_rocket,rocket,10,0.75
ECG200,local_mean,lime_rocket,rocket,20,0.72
ECG200,local_mean,lime_rocket,rocket,30,0.69
ECG200,local_mean,lime_rocket,rocket,40,0.66
ECG200,local_mean,lime_rocket,rocket,50,0.61
ECG200,local_mean,lime_rocket,rocket,60,0.56
ECG200,local_mean,lime_rocket,rocket,70,0.53
ECG200,local_mean,lime_rocket,rocket,80,0.39
ECG200,local_mean,lime_rocket,rocket,90,0.37
ECG200,local_mean,lime_rocket,rocket,100,0.36
ECG200,global_mean,lime_rocket,resnet,0,0.83
ECG200,global_mean,lime_rocket,resnet,10,0.64
ECG200,global_mean,lime_rocket,resnet,20,0.63
ECG200,global_mean,lime_rocket,resnet,30,0.64
ECG200,global_mean,lime_rocket,resnet,40,0.64
ECG200,global_mean,lime_rocket,resnet,50,0.63
ECG200,global_mean,lime_rocket,resnet,60,0.64
ECG200,global_mean,lime_rocket,resnet,70,0.64
ECG200,global_mean,lime_rocket,resnet,80,0.63
ECG200,global_mean,lime_rocket,resnet,90,0.62
ECG200,global_mean,lime_rocket,resnet,100,0.64
ECG200,local_mean,lime_rocket,resnet,0,0.83
ECG200,local_mean,lime_rocket,resnet,10,0.64
ECG200,local_mean,lime_rocket,resnet,20,0.61
ECG200,local_mean,lime_rocket,resnet,30,0.61
ECG200,local_mean,lime_rocket,resnet,40,0.61
ECG200,local_mean,lime_rocket,resnet,50,0.62
ECG200,local_mean,lime_rocket,resnet,60,0.6
ECG200,local_mean,lime_rocket,resnet,70,0.62
ECG200,local_mean,lime_rocket,resnet,80,0.61
ECG200,local_mean,lime_rocket,resnet,90,0.6
ECG200,local_mean,lime_rocket,resnet,100,0.64
ECG200,global_mean,lime_rocket,knn,0,0.88
ECG200,global_mean,lime_rocket,knn,10,0.61
ECG200,global_mean,lime_rocket,knn,20,0.61
ECG200,global_mean,lime_rocket,knn,30,0.61
ECG200,global_mean,lime_rocket,knn,40,0.65
ECG200,global_mean,lime_rocket,knn,50,0.71
ECG200,global_mean,lime_rocket,knn,60,0.68
ECG200,global_mean,lime_rocket,knn,70,0.67
ECG200,global_mean,lime_rocket,knn,80,0.6
ECG200,global_mean,lime_rocket,knn,90,0.66
ECG200,global_mean,lime_rocket,knn,100,0.64
ECG200,local_mean,lime_rocket,knn,0,0.88
ECG200,local_mean,lime_rocket,knn,10,0.82
ECG200,local_mean,lime_rocket,knn,20,0.79
ECG200,local_mean,lime_rocket,knn,30,0.78
ECG200,local_mean,lime_rocket,knn,40,0.74
ECG200,local_mean,lime_rocket,knn,50,0.72
ECG200,local_mean,lime_rocket,knn,60,0.7
ECG200,local_mean,lime_rocket,knn,70,0.71
ECG200,local_mean,lime_rocket,knn,80,0.69
ECG200,local_mean,lime_rocket,knn,90,0.68
ECG200,local_mean,lime_rocket,knn,100,0.64
ECG200,global_mean,lime_rocket,MrSEQLClassifier,0,0.89
ECG200,global_mean,lime_rocket,MrSEQLClassifier,10,0.69
ECG200,global_mean,lime_rocket,MrSEQLClassifier,20,0.69
ECG200,global_mean,lime_rocket,MrSEQLClassifier,30,0.65
ECG200,global_mean,lime_rocket,MrSEQLClassifier,40,0.64
ECG200,global_mean,lime_rocket,MrSEQLClassifier,50,0.64
ECG200,global_mean,lime_rocket,MrSEQLClassifier,60,0.64
ECG200,global_mean,lime_rocket,MrSEQLClassifier,70,0.64
ECG200,global_mean,lime_rocket,MrSEQLClassifier,80,0.64
ECG200,global_mean,lime_rocket,MrSEQLClassifier,90,0.64
ECG200,global_mean,lime_rocket,MrSEQLClassifier,100,0.64
ECG200,local_mean,lime_rocket,MrSEQLClassifier,0,0.89
ECG200,local_mean,lime_rocket,MrSEQLClassifier,10,0.73
ECG200,local_mean,lime_rocket,MrSEQLClassifier,20,0.57
ECG200,local_mean,lime_rocket,MrSEQLClassifier,30,0.51
ECG200,local_mean,lime_rocket,MrSEQLClassifier,40,0.41
ECG200,local_mean,lime_rocket,MrSEQLClassifier,50,0.36
ECG200,local_mean,lime_rocket,MrSEQLClassifier,60,0.27
ECG200,local_mean,lime_rocket,MrSEQLClassifier,70,0.27
ECG200,local_mean,lime_rocket,MrSEQLClassifier,80,0.24
ECG200,local_mean,lime_rocket,MrSEQLClassifier,90,0.28
ECG200,local_mean,lime_rocket,MrSEQLClassifier,100,0.36
