dataset,noise_type,XAI_method,Referee,metrics: explanation_auc
GunPoint,global_gaussian,lime_mrseql,rocket,0.5186666666666667
GunPoint,global_gaussian,mrseql,rocket,0.5186666666666667
GunPoint,global_gaussian,cam,rocket,0.5186666666666667
GunPoint,global_gaussian,GS,rocket,0.5186666666666667
GunPoint,global_gaussian,IG,rocket,0.5186666666666667
GunPoint,global_gaussian,lime_rocket,rocket,0.5186666666666667
GunPoint,global_gaussian,random2020,rocket,0.5186666666666667
GunPoint,local_gaussian,lime_mrseql,rocket,0.528
GunPoint,local_gaussian,mrseql,rocket,0.5213333333333334
GunPoint,local_gaussian,cam,rocket,0.5213333333333334
GunPoint,local_gaussian,GS,rocket,0.5266666666666667
GunPoint,local_gaussian,IG,rocket,0.5273333333333334
GunPoint,local_gaussian,lime_rocket,rocket,0.5373333333333333
GunPoint,local_gaussian,random2020,rocket,0.5226666666666667
GunPoint,original_gaussian,lime_mrseql,rocket,0.77
GunPoint,original_gaussian,mrseql,rocket,0.7306666666666668
GunPoint,original_gaussian,cam,rocket,0.7526666666666666
GunPoint,original_gaussian,GS,rocket,0.7806666666666666
GunPoint,original_gaussian,IG,rocket,0.7926666666666667
GunPoint,original_gaussian,lime_rocket,rocket,0.8186666666666667
GunPoint,original_gaussian,random2020,rocket,0.8253333333333333
GunPoint,global_gaussian,lime_mrseql,resnet,0.5940000000000001
GunPoint,global_gaussian,mrseql,resnet,0.5853333333333333
GunPoint,global_gaussian,cam,resnet,0.5286666666666667
GunPoint,global_gaussian,GS,resnet,0.5626666666666666
GunPoint,global_gaussian,IG,resnet,0.5466666666666666
GunPoint,global_gaussian,lime_rocket,resnet,0.6679999999999999
GunPoint,global_gaussian,random2020,resnet,0.6286666666666667
GunPoint,local_gaussian,lime_mrseql,resnet,0.6443333333333334
GunPoint,local_gaussian,mrseql,resnet,0.6463333333333334
GunPoint,local_gaussian,cam,resnet,0.6243333333333334
GunPoint,local_gaussian,GS,resnet,0.6183333333333333
GunPoint,local_gaussian,IG,resnet,0.5696666666666667
GunPoint,local_gaussian,lime_rocket,resnet,0.7756666666666667
GunPoint,local_gaussian,random2020,resnet,0.6483333333333333
GunPoint,original_gaussian,lime_mrseql,resnet,0.9666666666666667
GunPoint,original_gaussian,mrseql,resnet,0.9546666666666668
GunPoint,original_gaussian,cam,resnet,0.9553333333333334
GunPoint,original_gaussian,GS,resnet,0.9546666666666667
GunPoint,original_gaussian,IG,resnet,0.9573333333333333
GunPoint,original_gaussian,lime_rocket,resnet,0.9706666666666667
GunPoint,original_gaussian,random2020,resnet,0.9486666666666667
GunPoint,global_gaussian,lime_mrseql,knn,0.5913333333333333
GunPoint,global_gaussian,mrseql,knn,0.6213333333333333
GunPoint,global_gaussian,cam,knn,0.5840000000000001
GunPoint,global_gaussian,GS,knn,0.5940000000000001
GunPoint,global_gaussian,IG,knn,0.5686666666666667
GunPoint,global_gaussian,lime_rocket,knn,0.6553333333333333
GunPoint,global_gaussian,random2020,knn,0.6893333333333334
GunPoint,local_gaussian,lime_mrseql,knn,0.6393333333333333
GunPoint,local_gaussian,mrseql,knn,0.6426666666666667
GunPoint,local_gaussian,cam,knn,0.6299999999999999
GunPoint,local_gaussian,GS,knn,0.6360000000000001
GunPoint,local_gaussian,IG,knn,0.5920000000000001
GunPoint,local_gaussian,lime_rocket,knn,0.7100000000000001
GunPoint,local_gaussian,random2020,knn,0.6699999999999999
GunPoint,original_gaussian,lime_mrseql,knn,0.9013333333333333
GunPoint,original_gaussian,mrseql,knn,0.9006666666666667
GunPoint,original_gaussian,cam,knn,0.9026666666666666
GunPoint,original_gaussian,GS,knn,0.9066666666666666
GunPoint,original_gaussian,IG,knn,0.9033333333333333
GunPoint,original_gaussian,lime_rocket,knn,0.9073333333333333
GunPoint,original_gaussian,random2020,knn,0.9099999999999999
GunPoint,global_gaussian,lime_mrseql,MrSEQLClassifier,0.5463333333333333
GunPoint,global_gaussian,mrseql,MrSEQLClassifier,0.5316666666666667
GunPoint,global_gaussian,cam,MrSEQLClassifier,0.5383333333333333
GunPoint,global_gaussian,GS,MrSEQLClassifier,0.543
GunPoint,global_gaussian,IG,MrSEQLClassifier,0.5496666666666667
GunPoint,global_gaussian,lime_rocket,MrSEQLClassifier,0.5703333333333334
GunPoint,global_gaussian,random2020,MrSEQLClassifier,0.523
GunPoint,local_gaussian,lime_mrseql,MrSEQLClassifier,0.6076666666666667
GunPoint,local_gaussian,mrseql,MrSEQLClassifier,0.5690000000000001
GunPoint,local_gaussian,cam,MrSEQLClassifier,0.6203333333333334
GunPoint,local_gaussian,GS,MrSEQLClassifier,0.6283333333333333
GunPoint,local_gaussian,IG,MrSEQLClassifier,0.6256666666666667
GunPoint,local_gaussian,lime_rocket,MrSEQLClassifier,0.6996666666666667
GunPoint,local_gaussian,random2020,MrSEQLClassifier,0.5683333333333334
GunPoint,original_gaussian,lime_mrseql,MrSEQLClassifier,0.8810000000000001
GunPoint,original_gaussian,mrseql,MrSEQLClassifier,0.8403333333333335
GunPoint,original_gaussian,cam,MrSEQLClassifier,0.8743333333333333
GunPoint,original_gaussian,GS,MrSEQLClassifier,0.8803333333333334
GunPoint,original_gaussian,IG,MrSEQLClassifier,0.885
GunPoint,original_gaussian,lime_rocket,MrSEQLClassifier,0.9116666666666667
GunPoint,original_gaussian,random2020,MrSEQLClassifier,0.8383333333333335
