dataset,noise_type,XAI_method,Referee,threshold,metrics: acc
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,0,0.9118572927597062
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,10,0.8730325288562435
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,20,0.7995802728226653
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,30,0.7061909758656874
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,40,0.6012591815320042
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,50,0.4700944386149003
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,60,0.4060860440713536
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,70,0.385099685204617
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,80,0.3830010493179433
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,90,0.3830010493179433
SonyAIBORobotSurface2,global_mean,lime_mrseql,rocket,100,0.3830010493179433
SonyAIBORobotSurface2,global_mean,mrseql,rocket,0,0.9118572927597062
SonyAIBORobotSurface2,global_mean,mrseql,rocket,10,0.8961175236096537
SonyAIBORobotSurface2,global_mean,mrseql,rocket,20,0.906610703043022
SonyAIBORobotSurface2,global_mean,mrseql,rocket,30,0.9034627492130115
SonyAIBORobotSurface2,global_mean,mrseql,rocket,40,0.8919202518363064
SonyAIBORobotSurface2,global_mean,mrseql,rocket,50,0.7722980062959076
SonyAIBORobotSurface2,global_mean,mrseql,rocket,60,0.5676810073452256
SonyAIBORobotSurface2,global_mean,mrseql,rocket,70,0.39244491080797483
SonyAIBORobotSurface2,global_mean,mrseql,rocket,80,0.38195173137460653
SonyAIBORobotSurface2,global_mean,mrseql,rocket,90,0.38195173137460653
SonyAIBORobotSurface2,global_mean,mrseql,rocket,100,0.3830010493179433
SonyAIBORobotSurface2,global_mean,GS,rocket,0,0.9118572927597062
SonyAIBORobotSurface2,global_mean,GS,rocket,10,0.7376705141657922
SonyAIBORobotSurface2,global_mean,GS,rocket,20,0.6600209863588667
SonyAIBORobotSurface2,global_mean,GS,rocket,30,0.5918153200419727
SonyAIBORobotSurface2,global_mean,GS,rocket,40,0.46065057712486884
SonyAIBORobotSurface2,global_mean,GS,rocket,50,0.391395592864638
SonyAIBORobotSurface2,global_mean,GS,rocket,60,0.38195173137460653
SonyAIBORobotSurface2,global_mean,GS,rocket,70,0.3830010493179433
SonyAIBORobotSurface2,global_mean,GS,rocket,80,0.38195173137460653
SonyAIBORobotSurface2,global_mean,GS,rocket,90,0.38195173137460653
SonyAIBORobotSurface2,global_mean,GS,rocket,100,0.3830010493179433
SonyAIBORobotSurface2,global_mean,IG,rocket,0,0.9118572927597062
SonyAIBORobotSurface2,global_mean,IG,rocket,10,0.7103882476390346
SonyAIBORobotSurface2,global_mean,IG,rocket,20,0.683105981112277
