dataset,noise_type,XAI_method,Referee,metrics: explanation_auc
ECG5000,global_mean,lime_mrseql,rocket,0.6755666666666666
ECG5000,global_mean,mrseql,rocket,0.8049222222222222
ECG5000,global_mean,GS,rocket,0.6088555555555557
ECG5000,global_mean,IG,rocket,0.6321
ECG5000,global_mean,random2020,rocket,0.7569666666666667
ECG5000,local_mean,lime_mrseql,rocket,0.7332666666666667
ECG5000,local_mean,mrseql,rocket,0.7924888888888888
ECG5000,local_mean,GS,rocket,0.6718000000000001
ECG5000,local_mean,IG,rocket,0.6754444444444444
ECG5000,local_mean,random2020,rocket,0.8158666666666667
ECG5000,global_mean,lime_mrseql,resnet,0.5989888888888888
ECG5000,global_mean,mrseql,resnet,0.6224777777777778
ECG5000,global_mean,GS,resnet,0.39730000000000004
ECG5000,global_mean,IG,resnet,0.3985444444444445
ECG5000,global_mean,random2020,resnet,0.7421444444444444
ECG5000,local_mean,lime_mrseql,resnet,0.7317222222222223
ECG5000,local_mean,mrseql,resnet,0.6672777777777779
ECG5000,local_mean,GS,resnet,0.6399444444444444
ECG5000,local_mean,IG,resnet,0.6285666666666667
ECG5000,local_mean,random2020,resnet,0.797611111111111
ECG5000,global_mean,lime_mrseql,knn,0.6653
ECG5000,global_mean,mrseql,knn,0.8217666666666666
ECG5000,global_mean,GS,knn,0.579388888888889
ECG5000,global_mean,IG,knn,0.5851444444444445
ECG5000,global_mean,random2020,knn,0.8690111111111111
ECG5000,local_mean,lime_mrseql,knn,0.7476333333333333
ECG5000,local_mean,mrseql,knn,0.8496777777777778
ECG5000,local_mean,GS,knn,0.6753
ECG5000,local_mean,IG,knn,0.6833222222222222
ECG5000,local_mean,random2020,knn,0.8453
ECG5000,global_mean,lime_mrseql,MrSEQLClassifier,0.47724444444444447
ECG5000,global_mean,mrseql,MrSEQLClassifier,0.6584666666666666
ECG5000,global_mean,GS,MrSEQLClassifier,0.4632888888888889
ECG5000,global_mean,IG,MrSEQLClassifier,0.4721777777777778
ECG5000,global_mean,random2020,MrSEQLClassifier,0.707111111111111
ECG5000,local_mean,lime_mrseql,MrSEQLClassifier,0.7066444444444445
ECG5000,local_mean,mrseql,MrSEQLClassifier,0.7127777777777777
ECG5000,local_mean,GS,MrSEQLClassifier,0.7319333333333333
ECG5000,local_mean,IG,MrSEQLClassifier,0.7269333333333334
ECG5000,local_mean,random2020,MrSEQLClassifier,0.8458444444444444
