-1.775011919876767069e-02,-2.610758597383216334e-02,-1.660422760378311297e-02,-2.757470187703497250e-02,1.047713708406154166e-02,5.562626272964160679e-02,2.948307560806590413e-02,-8.632992475619317291e-03,-4.537097126557498340e-03,-5.895685692127209179e-03
6.530385046392489989e-04,-5.246349710860902888e-04,-9.138637349015764442e-04,1.197437094560518901e-03,2.958490321637238796e-03,2.188115688593189005e-03,5.046580396529477602e-04,-5.837610026783132157e-04,-8.198392948655489109e-04,-3.826767362945373641e-04
-1.470919726345533245e-02,-8.538153851011795470e-03,-1.733179922372197687e-02,-1.055845900915763393e-02,5.896168189639897084e-02,4.789965686740443873e-02,-2.448239224844768469e-02,1.041101041652436367e-02,1.437326895593885913e-02,2.073869058898865012e-02
-2.241882647734749073e-02,-1.455739531191201364e-01,2.020458024161296898e-02,-1.205351863171917753e-01,-9.524102649833508794e-02,-1.795093101908616928e-01,-3.608758548306236630e-02,-8.813940285283970721e-02,-8.003253873671058172e-02,-6.181853911434889715e-02
1.210643065650928163e-01,1.644858037967499367e-02,-6.277280573003221620e-02,-5.474169110049756370e-02,3.256109252891495887e-01,7.492537917036921902e-02,-8.557842530539078174e-02,-6.994097126165869927e-02,2.234906172704585747e-02,-3.263183205775502249e-02
-1.153390968915646297e-02,-7.274121865100346973e-02,-2.742609037244455455e-02,-6.055229503421290932e-02,-5.514501369327009517e-01,-2.746513578201835171e-01,-3.211481951698655357e-02,-4.569297076230188770e-02,-1.114227588476459085e-01,2.497907731924952669e-03
-3.830223984750964761e-02,-1.249281926007412939e-02,-8.189880622694147017e-02,-1.183431110576272233e-01,-1.786687876152027454e-01,-3.895947002966670403e-01,-5.464637919676069988e-02,-1.202812180735923081e-01,-8.727896707847565896e-03,-9.037333237251468643e-02
-1.823859567548993116e-02,-5.157354686167117674e-02,3.429417389528012505e-02,-4.408217047955497597e-02,4.781070544605941358e-02,1.410870635138158913e-01,-5.289434157409194509e-02,-4.420862115428173672e-02,-1.091365157341217008e-02,-2.575283713967932431e-02
-2.018904922948034850e-02,1.062410576560022211e-02,-1.075476820590143268e-02,-2.626160771176553818e-02,5.345980641459337213e-02,5.099702830658035813e-02,-3.116639233778833659e-02,-1.057161569732035199e-02,2.078539656677628328e-02,4.135288709791410527e-04
-1.455927688388097699e-03,4.102757664102385342e-03,1.197392123581107882e-06,1.220263887873806671e-03,9.106439637364889192e-03,7.135033666355468027e-03,-9.510985482676779417e-04,-2.213081454279613482e-03,2.730391833316286182e-03,-2.345442426404696808e-03
4.685032934624316914e-02,1.230887585277981068e-02,-5.430209978643086438e-02,1.221030039463605332e-02,-3.113159599080276840e-01,-4.011278247690747145e-01,6.135505975795554900e-02,-3.181882012955605105e-02,-3.521337511676316673e-02,-4.717035859024253097e-02
-2.514115497793758050e-02,2.060471908678721334e-02,-4.386454023964089094e-02,-8.295094376170701611e-02,-2.756952112765500562e-01,-2.712445583145555728e-01,-1.370840148201409314e-01,4.045620421455353721e-02,-6.255603955880202627e-02,-8.425285189470481384e-02
-7.720689733727888193e-02,-2.559684063720192929e-02,-4.615386271921489286e-02,-1.086369965226200718e-01,-2.547338259062297272e-01,-1.331126299413889214e-01,-6.407590422288872434e-02,-7.595171680993120789e-02,-4.586159940357731335e-02,-2.170011467355584603e-02
-8.653513533291123938e-02,4.864312715935801418e-02,-4.639253815070591702e-02,-2.648755318377855536e-02,-4.159580477795463693e-01,-2.403845161134465780e-01,-6.480097517059266177e-02,-5.494472507528783828e-02,5.476499947593609606e-03,-1.256912684366008788e-02
9.372044028990262829e-03,-9.238020709682884246e-02,-7.695359549462923998e-02,-3.387242312663622801e-02,-1.608019296537393783e-01,-2.773153685912829181e-01,-1.551086204220066683e-02,-3.178674960264574884e-02,-1.098007921087866268e-01,-4.599081103871007631e-02
3.591763741334393079e-02,-2.734565339734789866e-02,-7.688564630870443894e-02,-1.204521981087540092e-02,7.701871814666531868e-02,1.271172142488319334e-01,-3.038594259999267966e-02,1.025338064015429707e-02,1.119612635636017817e-02,-3.545545079225134733e-02
2.111133729395213345e-03,-7.646567483508939431e-03,-8.455753210606459236e-03,-8.952918847165437441e-03,4.024024707943604784e-02,2.612097529085644770e-02,-1.565606023126526721e-03,-1.100794307814690481e-02,-6.126383022203215831e-03,-9.941596483712039634e-03
-5.455812048026723211e-03,3.027781882257818673e-03,-7.126183780280827273e-03,-2.735105756022686990e-03,7.949293093306726565e-03,3.144539193326906928e-02,-1.769959979010113371e-02,8.687682761702302317e-03,7.468534372414730761e-03,4.810317678306166161e-03
3.388033982381950110e-02,5.854018267200202658e-02,6.242325459306821700e-03,1.360954886263987052e-03,1.091040925541193335e-01,1.185753699415370011e-01,-5.204877458987797190e-02,-6.166484861353618840e-02,-1.939359471967926074e-02,-4.164457943884161684e-03
-8.486069398689269697e-03,1.256634082961796163e-02,-9.679975585161735424e-03,2.356743403936576234e-02,3.273515572550537989e-02,4.577078147548492570e-02,-1.466830127355562424e-02,-1.073969391420736413e-02,-2.044276781914579691e-02,2.613597472030639371e-02
4.437012946578666045e-02,-7.301919550330659980e-02,-6.786380075125006406e-02,-6.980917182462070825e-02,-3.480390282663358148e-01,-2.188454579836429936e-01,4.170448820078576785e-02,-1.079612872576188876e-01,-6.889482372681855760e-02,-3.765413781761677015e-02
2.174230125540341577e-02,-1.596427064591132428e-01,4.645126221966338828e-03,-4.441611381060176639e-02,-1.705586550065320006e-01,-1.399451504406762636e-01,-6.066256395014862912e-02,-1.182056845930461314e-01,-1.995382022725212048e-02,-2.807879028939710975e-02
-1.005077655766059043e-02,-2.646577555339507237e-03,5.522668065738601736e-03,-2.474790093328421096e-03,1.795917232862318663e-02,2.142644857100864039e-02,-9.556819658414504376e-04,2.836376311005039366e-04,-4.617978838226809157e-03,-1.654383782738377308e-03
-4.644229630947822353e-03,-9.751669580283021943e-02,-1.695723670792361470e-01,-6.066070520716582842e-02,-2.511888303627701768e-01,-1.971911217734483024e-01,-1.217461055844112350e-01,-4.359461901963346958e-02,-3.279648029070904997e-02,-5.980461296306086721e-02
-8.487120297764425003e-02,-8.522329339476433785e-02,-9.842599548688407696e-02,-1.149560720777769163e-01,-2.487923824877972812e-01,-2.536861634995349890e-01,9.357644718161740177e-03,1.458732275108127162e-02,-8.619718480236264468e-02,-6.311435898942079070e-02
-1.570372934186567426e-02,3.429747065465131497e-03,-7.007614548918709996e-02,-6.959550281581620979e-02,1.606151897396044248e-01,1.849555868878491882e-01,1.636283217870754259e-02,4.032812228296949256e-03,3.211985211115783723e-02,-3.817684165850509376e-02
